Product_Name,Electronics_Stock,Unit_Price,Sales_Volume,Inventory_Value
Panasonic Elite OLED TV (Midnight Blue) #1363,135.0,13576.66,872.0,1832849.1
Miele Classic Air Conditioner (Arctic Silver) #6367,427.0,68394.15,899.0,29204302.049999997
Sony Air Air Purifier (Space Gray) #10945,420.0,64225.69,921.0,26974789.8
Bosch Pro Robot Vacuum (Midnight Blue) #9410,317.0,69277.85,716.0,21961078.450000003
Panasonic Pro Electric Kettle (Rose Gold) #10453,440.0,41378.62,761.0,18206592.8
Sony Smart Air Conditioner (Pearl White) #5725,491.0,21848.31,193.0,10727520.21
Whirlpool Elite Vacuum Cleaner (Space Gray) #8271,69.0,15628.71,379.0,1078380.99
Philips Ultra Dishwasher (Rose Gold) #7770,12.0,36331.48,222.0,435977.76
Panasonic Neo Dryer (Arctic Silver) #5443,196.0,26971.44,37.0,5286402.239999999
Tefal Neo Vacuum Cleaner (Pearl White) #8446,492.0,41754.59,934.0,20543258.279999997
Whirlpool Smart OLED TV (Pearl White) #1236,439.0,50132.48,304.0,22008158.720000003
Mitsubishi Air Vacuum Cleaner (Rose Gold) #8709,184.0,6807.71,557.0,1252618.64
Sony Turbo Electric Kettle (Rose Gold) #10585,145.0,46887.53,977.0,6798691.85
Miele Pro Refrigerator (Arctic Silver) #3562,134.0,17608.07,31.0,2359481.38
Daikin Elite Dishwasher (Arctic Silver) #8123,390.0,51095.87,812.0,19927389.3
Samsung Turbo Robot Vacuum (Midnight Blue) #9536,119.0,28006.6,724.0,3332785.4
LG Pro Electric Kettle (Jet Black) #10602,222.0,14960.12,578.0,3321146.64
Mitsubishi Classic Microwave (Space Gray) #6519,119.0,30448.6,803.0,3623383.4
Daikin Pro Electric Kettle (Jet Black) #10613,297.0,47431.5,143.0,14087155.5
Sharp Smart Washing Machine (Midnight Blue) #4083,23.0,43906.87,111.0,1009858.01
Dyson Classic Washing Machine (Pearl White) #3959,435.0,61966.73,837.0,26955527.55
LG Pro Refrigerator (Midnight Blue) #3102,152.0,37483.76,369.0,5697531.5200000005
LG Max OLED TV (Jet Black) #1632,234.0,32448.21,453.0,7592881.14
Panasonic Elite Dishwasher (Rose Gold) #7813,5.0,7602.14,502.0,38010.700000000004
Panasonic Neo Refrigerator (Jet Black) #3493,78.0,71047.88,420.0,5541734.640000001
Bosch Classic Refrigerator (Arctic Silver) #3665,131.0,38470.87,443.0,5039683.970000001
Dyson Neo Robot Vacuum (Midnight Blue) #9494,384.0,22020.83,140.0,8455998.72
Bosch Ultra Robot Vacuum (Midnight Blue) #9425,258.0,63969.27,694.0,16504071.659999998
Whirlpool Classic Electric Kettle (Pearl White) #10266,310.0,10810.22,106.0,3351168.1999999997
Whirlpool Pro Dryer (Jet Black) #5211,498.0,6866.63,86.0,3419581.74
Dyson Prime Dryer (Pearl White) #4874,116.0,42885.34,701.0,4974699.4399999995
Miele Classic Washing Machine (Space Gray) #3817,346.0,43355.96,283.0,15001162.16
Panasonic Ultra Robot Vacuum (Pearl White) #9268,225.0,78305.03,184.0,17618631.75
Philips Elite Electric Kettle (Arctic Silver) #10815,290.0,59612.29,751.0,17287564.1
Samsung Smart Vacuum Cleaner (Pearl White) #8426,171.0,20357.02,482.0,3481050.42
Hitachi Air Robot Vacuum (Rose Gold) #9602,246.0,6558.31,792.0,1613344.26
Sony Smart Robot Vacuum (Midnight Blue) #9475,283.0,11182.36,447.0,3164607.8800000004
Bosch Smart QLED TV (Arctic Silver) #2735,458.0,9909.84,839.0,4538706.72
LG Air Vacuum Cleaner (Pearl White) #8397,393.0,48724.21,824.0,19148614.53
Bosch Air Dryer (Jet Black) #5255,199.0,39804.53,895.0,7921101.47
Sharp Max Robot Vacuum (Pearl White) #9288,244.0,27226.37,794.0,6643234.279999999
Sony Smart Refrigerator (Jet Black) #3475,243.0,54039.89,671.0,13131693.27
Xiaomi Smart Air Purifier (Space Gray) #10984,424.0,66278.68,318.0,28102160.319999997
Sharp Classic Dryer (Space Gray) #4713,212.0,46623.61,540.0,9884205.32
Sharp Prime Robot Vacuum (Arctic Silver) #9978,364.0,49757.75,310.0,18111821.0
Dyson Pro Refrigerator (Space Gray) #2804,32.0,33497.62,164.0,1071923.84
LG Classic OLED TV (Jet Black) #1707,197.0,78428.48,82.0,15450410.559999999
Whirlpool Max Electric Kettle (Pearl White) #10191,190.0,17527.59,651.0,3330242.1
Mitsubishi Smart Air Conditioner (Jet Black) #6189,409.0,11134.65,439.0,4554071.85
Miele Elite Microwave (Space Gray) #6472,97.0,37949.79,754.0,3681129.63
Miele Elite OLED TV (Space Gray) #1072,77.0,43701.26,493.0,3364997.02
Daikin Max Vacuum Cleaner (Jet Black) #8843,480.0,69977.13,157.0,33589022.400000006
Samsung Pro Air Conditioner (Jet Black) #6101,14.0,38813.23,497.0,543385.2200000001
Mitsubishi Pro Dishwasher (Rose Gold) #7764,419.0,47648.34,217.0,19964654.459999997
Sony Smart QLED TV (Pearl White) #2125,125.0,67124.4,42.0,8390550.0
Whirlpool Max QLED TV (Midnight Blue) #2241,298.0,64169.06,888.0,19122379.88
Panasonic Pro Robot Vacuum (Pearl White) #9253,306.0,44280.17,752.0,13549732.02
Xiaomi Neo Refrigerator (Rose Gold) #3349,102.0,37866.33,293.0,3862365.66
LG Pro Dishwasher (Midnight Blue) #7602,111.0,27029.77,558.0,3000304.47
Sony Max Dishwasher (Rose Gold) #7780,441.0,29378.98,103.0,12956130.18
Sharp Pro Dryer (Arctic Silver) #5358,0.0,53709.12,669.0,0.0
Sharp Turbo QLED TV (Midnight Blue) #2343,186.0,12061.91,498.0,2243515.26
Daikin Smart Air Purifier (Space Gray) #10988,56.0,6742.99,290.0,377607.44
Xiaomi Prime Robot Vacuum (Rose Gold) #9679,334.0,73715.36,542.0,24620930.24
Philips Prime Electric Kettle (Rose Gold) #10575,166.0,20371.14,522.0,3381609.2399999998
Hitachi Air Dishwasher (Midnight Blue) #7652,342.0,38657.46,352.0,13220851.32
Philips Air QLED TV (Pearl White) #2100,461.0,38579.57,281.0,17785181.77
Hitachi Prime Vacuum Cleaner (Space Gray) #8327,238.0,46492.33,857.0,11065174.540000001
LG Prime Vacuum Cleaner (Midnight Blue) #8622,385.0,25665.14,788.0,9881078.9
Miele Smart QLED TV (Space Gray) #1987,67.0,42263.85,582.0,2831677.9499999997
LG Pro Washing Machine (Pearl White) #3852,182.0,70010.81,449.0,12741967.42
Sony Max OLED TV (Jet Black) #1630,142.0,30973.16,676.0,4398188.72
Dyson Air QLED TV (Midnight Blue) #2249,329.0,23851.08,7.0,7847005.32
Mitsubishi Ultra Washing Machine (Rose Gold) #4179,282.0,75342.1,440.0,21246472.200000003
LG Max OLED TV (Rose Gold) #1482,322.0,60036.1,163.0,19331624.2
Bosch Max Washing Machine (Midnight Blue) #4040,78.0,46614.9,830.0,3635962.2
Sony Elite Air Conditioner (Rose Gold) #6010,352.0,5487.92,158.0,1931747.84
Miele Ultra Robot Vacuum (Jet Black) #9727,77.0,60234.51,90.0,4638057.2700000005
Bosch Neo Dishwasher (Jet Black) #8000,187.0,63343.48,88.0,11845230.76
Panasonic Prime Washing Machine (Rose Gold) #4273,217.0,59336.87,580.0,12876100.790000001
Miele Ultra Vacuum Cleaner (Space Gray) #8227,352.0,33808.59,287.0,11900623.68
Sharp Smart Dryer (Space Gray) #4683,80.0,25552.34,471.0,2044187.2
Mitsubishi Elite Dishwasher (Midnight Blue) #7674,349.0,11883.74,447.0,4147425.26
Miele Air Dishwasher (Rose Gold) #7807,301.0,17233.64,379.0,5187325.64
Panasonic Turbo Electric Kettle (Jet Black) #10738,163.0,1684.16,678.0,274518.08
Whirlpool Classic QLED TV (Midnight Blue) #2316,23.0,48917.69,823.0,1125106.87
Sony Smart Washing Machine (Rose Gold) #4225,469.0,28810.71,215.0,13512222.99
Hitachi Ultra QLED TV (Pearl White) #2072,493.0,56319.46,867.0,27765493.78
Sony Ultra Air Conditioner (Midnight Blue) #5815,487.0,21934.09,765.0,10681901.83
Mitsubishi Air Robot Vacuum (Midnight Blue) #9459,323.0,57207.47,780.0,18478012.81
Hitachi Air Microwave (Midnight Blue) #6752,80.0,49684.11,891.0,3974728.8
Bosch Turbo Electric Kettle (Space Gray) #10145,479.0,11452.55,639.0,5485771.449999999
Whirlpool Classic Air Conditioner (Space Gray) #5616,34.0,76333.52,710.0,2595339.68
Hitachi Neo Washing Machine (Midnight Blue) #4097,113.0,31785.16,347.0,3591723.08
Mitsubishi Classic Dishwasher (Rose Gold) #7869,436.0,34018.6,125.0,14832109.6
Bosch Neo QLED TV (Midnight Blue) #2300,94.0,52530.44,61.0,4937861.36
Bosch Smart Vacuum Cleaner (Space Gray) #8285,371.0,17468.12,731.0,6480672.52
Mitsubishi Prime Microwave (Arctic Silver) #7284,416.0,35733.8,488.0,14865260.8
Philips Neo Microwave (Space Gray) #6495,111.0,77093.3,869.0,8557356.3
Whirlpool Max Air Conditioner (Arctic Silver) #6291,319.0,27443.34,475.0,8754425.46
Daikin Turbo QLED TV (Arctic Silver) #2798,307.0,61967.7,686.0,19024083.9
Daikin Neo Air Conditioner (Jet Black) #6203,283.0,5250.81,516.0,1485979.2300000002
Hitachi Prime Robot Vacuum (Space Gray) #9227,180.0,24565.6,571.0,4421808.0
Hitachi Neo Air Conditioner (Rose Gold) #6047,13.0,30338.01,480.0,394394.13
Tefal Turbo Dishwasher (Space Gray) #7441,133.0,48977.17,79.0,6513963.609999999
Philips Pro Robot Vacuum (Space Gray) #9105,338.0,23901.94,681.0,8078855.72
Dyson Classic Refrigerator (Rose Gold) #3359,270.0,1144.07,779.0,308898.89999999997
Philips Smart Electric Kettle (Midnight Blue) #10380,462.0,30885.54,244.0,14269119.48
Xiaomi Air Dryer (Space Gray) #4654,195.0,1158.63,464.0,225932.85000000003
LG Pro Dishwasher (Arctic Silver) #8052,188.0,14146.22,425.0,2659489.36
Whirlpool Smart QLED TV (Midnight Blue) #2286,200.0,69930.67,972.0,13986134.0
Tefal Prime Electric Kettle (Space Gray) #10126,169.0,42042.77,686.0,7105228.13
Philips Neo Dryer (Arctic Silver) #5445,406.0,47075.25,313.0,19112551.5
Hitachi Max Refrigerator (Midnight Blue) #3137,388.0,8128.79,89.0,3153970.52
Hitachi Max Dishwasher (Rose Gold) #7787,92.0,31837.9,641.0,2929086.8000000003
LG Pro Electric Kettle (Arctic Silver) #10752,108.0,13476.44,595.0,1455455.52
Philips Classic Robot Vacuum (Midnight Blue) #9510,375.0,77583.65,549.0,29093868.749999996
Mitsubishi Smart Electric Kettle (Rose Gold) #10539,359.0,18978.15,897.0,6813155.850000001
Xiaomi Turbo Dishwasher (Rose Gold) #7894,308.0,932.75,960.0,287287.0
Dyson Ultra Robot Vacuum (Rose Gold) #9569,263.0,61951.86,428.0,16293339.18
Whirlpool Neo Dishwasher (Arctic Silver) #8151,391.0,76560.27,586.0,29935065.57
Panasonic Elite QLED TV (Space Gray) #1963,180.0,24075.45,810.0,4333581.0
Miele Pro Microwave (Jet Black) #7012,103.0,73278.53,316.0,7547688.59
Hitachi Smart Air Conditioner (Midnight Blue) #5882,173.0,64066.67,564.0,11083533.91
Philips Turbo OLED TV (Space Gray) #1140,270.0,26819.04,937.0,7241140.8
LG Max Electric Kettle (Space Gray) #10032,298.0,78902.66,462.0,23512992.68
Tefal Max Dishwasher (Jet Black) #7936,161.0,24575.63,693.0,3956676.43
LG Neo Dishwasher (Pearl White) #7542,464.0,40438.91,973.0,18763654.240000002
Sharp Turbo Air Conditioner (Jet Black) #6243,265.0,71770.12,694.0,19019081.799999997
Tefal Smart Dryer (Arctic Silver) #5431,263.0,50325.56,142.0,13235622.28
Samsung Classic OLED TV (Midnight Blue) #1406,268.0,19597.89,722.0,5252234.52
Hitachi Classic Robot Vacuum (Space Gray) #9212,291.0,17118.28,454.0,4981419.4799999995
Tefal Prime Robot Vacuum (Pearl White) #9376,135.0,48226.12,732.0,6510526.2
LG Smart Robot Vacuum (Rose Gold) #9627,123.0,46791.57,245.0,5755363.11
Mitsubishi Prime Robot Vacuum (Space Gray) #9234,223.0,68809.51,393.0,15344520.729999999
Dyson Air Dryer (Arctic Silver) #5399,52.0,30625.49,470.0,1592525.48
LG Pro Air Conditioner (Arctic Silver) #6252,499.0,14407.51,218.0,7189347.49
Whirlpool Pro OLED TV (Space Gray) #1011,54.0,75879.07,495.0,4097469.7800000003
Philips Classic Air Conditioner (Pearl White) #5760,146.0,17490.93,984.0,2553675.7800000003
Hitachi Prime QLED TV (Pearl White) #2177,257.0,37370.64,342.0,9604254.48
Daikin Pro Washing Machine (Pearl White) #3863,256.0,31492.85,699.0,8062169.6
Tefal Ultra Dishwasher (Pearl White) #7471,280.0,67947.15,672.0,19025202.0
Panasonic Smart Microwave (Arctic Silver) #7228,209.0,28387.97,111.0,5933085.73
Dyson Turbo Washing Machine (Pearl White) #3989,292.0,76559.99,116.0,22355517.080000002
Hitachi Elite Dishwasher (Arctic Silver) #8117,365.0,25525.11,576.0,9316665.15
Philips Classic Dishwasher (Jet Black) #8010,454.0,47948.33,136.0,21768541.82
Hitachi Pro Robot Vacuum (Rose Gold) #9557,45.0,40160.36,282.0,1807216.2
Sony Neo QLED TV (Rose Gold) #2440,412.0,13194.21,460.0,5436014.52
Miele Turbo Electric Kettle (Jet Black) #10747,6.0,37943.12,850.0,227658.72000000003
Bosch Ultra Washing Machine (Pearl White) #3875,213.0,39826.84,432.0,8483116.92
Sharp Neo Electric Kettle (Space Gray) #10098,42.0,47950.69,144.0,2013928.98
Daikin Smart Robot Vacuum (Jet Black) #9788,146.0,17720.78,926.0,2587233.88
LG Max Vacuum Cleaner (Space Gray) #8232,250.0,24056.73,411.0,6014182.5
Tefal Prime Dryer (Space Gray) #4726,88.0,37252.81,256.0,3278247.28
Miele Elite Washing Machine (Space Gray) #3772,362.0,71415.43,303.0,25852385.659999996
Dyson Pro OLED TV (Rose Gold) #1454,196.0,6935.36,134.0,1359330.5599999998
Mitsubishi Smart Robot Vacuum (Space Gray) #9189,243.0,45214.21,78.0,10987053.03
LG Ultra QLED TV (Rose Gold) #2367,369.0,10807.08,143.0,3987812.52
Hitachi Classic Dryer (Space Gray) #4712,68.0,20597.76,879.0,1400647.68
Miele Neo Electric Kettle (Arctic Silver) #10852,149.0,10277.06,344.0,1531281.94
Sharp Max QLED TV (Rose Gold) #2388,202.0,31697.72,289.0,6402939.44
Bosch Neo QLED TV (Space Gray) #2000,285.0,53816.84,669.0,15337799.399999999
Tefal Classic Vacuum Cleaner (Rose Gold) #8761,269.0,75774.32,838.0,20383292.080000002
Daikin Neo Washing Machine (Arctic Silver) #4553,155.0,58014.04,244.0,8992176.2
Dyson Elite Dryer (Rose Gold) #5114,320.0,50173.47,671.0,16055510.4
LG Ultra QLED TV (Arctic Silver) #2667,276.0,61902.16,743.0,17084996.16
Sharp Ultra Washing Machine (Rose Gold) #4173,382.0,31629.69,646.0,12082541.58
Hitachi Neo Electric Kettle (Midnight Blue) #10397,46.0,28571.07,191.0,1314269.22
Sharp Max OLED TV (Rose Gold) #1488,360.0,73365.13,804.0,26411446.8
Philips Smart Washing Machine (Rose Gold) #4230,20.0,1706.16,170.0,34123.200000000004
Panasonic Smart Dryer (Pearl White) #4828,456.0,9211.1,313.0,4200261.600000001
Whirlpool Neo Robot Vacuum (Rose Gold) #9651,405.0,39063.55,233.0,15820737.750000002
Panasonic Classic Air Conditioner (Jet Black) #6208,379.0,18041.35,333.0,6837671.649999999
Panasonic Air Vacuum Cleaner (Jet Black) #8848,281.0,33046.78,781.0,9286145.18
Dyson Pro Microwave (Midnight Blue) #6704,414.0,17691.22,265.0,7324165.08
Xiaomi Max Electric Kettle (Jet Black) #10639,74.0,62951.25,324.0,4658392.5
Panasonic Max Robot Vacuum (Space Gray) #9133,17.0,6223.33,851.0,105796.61
Daikin Neo OLED TV (Jet Black) #1703,480.0,36010.24,285.0,17284915.2
Philips Pro Air Conditioner (Jet Black) #6105,276.0,7116.18,23.0,1964065.6800000002
Daikin Max Robot Vacuum (Arctic Silver) #9893,120.0,53325.22,803.0,6399026.4
Tefal Turbo Washing Machine (Rose Gold) #4291,317.0,35012.18,622.0,11098861.06
Bosch Ultra Robot Vacuum (Space Gray) #9125,75.0,24619.38,13.0,1846453.5
Samsung Max Electric Kettle (Jet Black) #10631,413.0,1305.42,24.0,539138.4600000001
Tefal Ultra Electric Kettle (Space Gray) #10021,473.0,19603.86,605.0,9272625.780000001
Dyson Classic Air Conditioner (Midnight Blue) #5909,322.0,40733.02,85.0,13116032.44
Sony Neo Dryer (Arctic Silver) #5440,300.0,36684.73,669.0,11005419.000000002
Whirlpool Smart QLED TV (Space Gray) #1986,492.0,51620.47,175.0,25397271.240000002
Whirlpool Smart Electric Kettle (Pearl White) #10236,255.0,20325.63,107.0,5183035.65
Daikin Prime Electric Kettle (Arctic Silver) #10883,64.0,65672.23,101.0,4203022.72
Bosch Air Vacuum Cleaner (Rose Gold) #8705,219.0,5443.2,176.0,1192060.8
LG Classic Microwave (Arctic Silver) #7257,190.0,33183.08,923.0,6304785.2
Mitsubishi Smart Microwave (Jet Black) #7089,452.0,11225.6,978.0,5073971.2
Panasonic Turbo Air Conditioner (Jet Black) #6238,246.0,34224.59,333.0,8419249.139999999
Daikin Turbo QLED TV (Pearl White) #2198,150.0,49388.11,810.0,7408216.5
Bosch Elite Electric Kettle (Space Gray) #10070,97.0,33473.36,370.0,3246915.92
Dyson Ultra Vacuum Cleaner (Midnight Blue) #8519,260.0,44141.84,645.0,11476878.399999999
LG Elite Dishwasher (Rose Gold) #7812,158.0,30862.74,420.0,4876312.92
Bosch Elite Robot Vacuum (Pearl White) #9320,60.0,14231.81,371.0,853908.6
Philips Prime Dishwasher (Arctic Silver) #8175,107.0,36837.39,639.0,3941600.73
Sony Prime Dryer (Arctic Silver) #5470,144.0,44387.99,978.0,6391870.56
Tefal Turbo OLED TV (Arctic Silver) #1891,495.0,55400.62,389.0,27423306.900000002
Dyson Ultra Refrigerator (Pearl White) #2969,417.0,79428.35,414.0,33121621.950000003
Miele Air Microwave (Midnight Blue) #6757,53.0,20979.94,574.0,1111936.8199999998
LG Smart Dishwasher (Pearl White) #7527,5.0,58727.5,733.0,293637.5
Xiaomi Turbo Microwave (Arctic Silver) #7294,50.0,46792.77,623.0,2339638.5
Philips Neo Vacuum Cleaner (Midnight Blue) #8595,162.0,71379.05,158.0,11563406.1
Xiaomi Neo Washing Machine (Rose Gold) #4249,41.0,77772.73,882.0,3188681.9299999997
Sony Prime Dishwasher (Pearl White) #7570,497.0,44599.86,499.0,22166130.42
Sharp Max Dishwasher (Midnight Blue) #7638,474.0,74370.74,859.0,35251730.760000005
Samsung Pro Vacuum Cleaner (Pearl White) #8351,102.0,38063.77,753.0,3882504.5399999996
Hitachi Ultra Electric Kettle (Pearl White) #10172,469.0,57372.61,396.0,26907754.09
Panasonic Prime Vacuum Cleaner (Pearl White) #8473,6.0,15044.6,323.0,90267.6
Samsung Pro Electric Kettle (Jet Black) #10601,281.0,55327.48,130.0,15547021.88
Panasonic Prime Robot Vacuum (Rose Gold) #9673,453.0,53474.34,896.0,24223876.02
Xiaomi Max QLED TV (Midnight Blue) #2239,273.0,77898.34,139.0,21266246.82
Xiaomi Max Refrigerator (Rose Gold) #3289,496.0,33264.2,895.0,16499043.2
Bosch Max Washing Machine (Space Gray) #3740,29.0,76167.97,396.0,2208871.13
Bosch Smart Air Conditioner (Space Gray) #5585,177.0,1004.64,171.0,177821.28
Mitsubishi Ultra QLED TV (Midnight Blue) #2229,422.0,36096.14,257.0,15232571.08
Philips Smart Dishwasher (Jet Black) #7980,32.0,25428.35,930.0,813707.2
Panasonic Smart Air Conditioner (Jet Black) #6178,189.0,66536.43,908.0,12575385.27
Panasonic Neo Dryer (Jet Black) #5293,208.0,19130.72,271.0,3979189.7600000002
Sharp Pro QLED TV (Pearl White) #2058,170.0,45022.96,655.0,7653903.2
Hitachi Classic Microwave (Arctic Silver) #7262,309.0,56090.63,261.0,17332004.669999998
Whirlpool Prime OLED TV (Pearl White) #1281,386.0,52668.65,326.0,20330098.900000002
Sharp Elite QLED TV (Space Gray) #1968,458.0,77888.24,63.0,35672813.92
Sharp Air Dryer (Midnight Blue) #4953,328.0,47546.91,260.0,15595386.48
Dyson Turbo Refrigerator (Space Gray) #2939,105.0,42770.66,858.0,4490919.300000001
Dyson Elite Robot Vacuum (Midnight Blue) #9464,249.0,18111.84,396.0,4509848.16
Mitsubishi Elite QLED TV (Midnight Blue) #2274,159.0,58305.43,286.0,9270563.37
Dyson Ultra OLED TV (Jet Black) #1619,282.0,4784.29,415.0,1349169.78
Sony Classic Robot Vacuum (Midnight Blue) #9505,273.0,33103.87,302.0,9037356.510000002
LG Neo QLED TV (Arctic Silver) #2742,349.0,18707.3,924.0,6528847.7
Bosch Max QLED TV (Rose Gold) #2390,48.0,60703.95,384.0,2913789.5999999996
Daikin Neo Refrigerator (Midnight Blue) #3203,377.0,14947.47,453.0,5635196.1899999995
Daikin Classic Washing Machine (Arctic Silver) #4568,102.0,48972.28,518.0,4995172.56
Whirlpool Classic Microwave (Jet Black) #7116,250.0,32650.12,58.0,8162530.0
Bosch Elite Air Purifier (Space Gray) #10970,317.0,43780.29,995.0,13878351.93
Hitachi Air Microwave (Jet Black) #7052,497.0,71368.55,273.0,35470169.35
Daikin Ultra Washing Machine (Rose Gold) #4178,269.0,35927.79,698.0,9664575.51
Miele Max Washing Machine (Rose Gold) #4192,475.0,2921.06,988.0,1387503.5
Xiaomi Neo Microwave (Jet Black) #7099,86.0,15050.71,4.0,1294361.0599999998
Xiaomi Prime Dishwasher (Jet Black) #8029,377.0,78620.19,538.0,29639811.630000003
Philips Prime OLED TV (Rose Gold) #1575,37.0,33267.54,989.0,1230898.98
Whirlpool Air Dishwasher (Midnight Blue) #7656,109.0,10843.97,79.0,1181992.73
Philips Elite Dishwasher (Arctic Silver) #8115,367.0,52999.42,457.0,19450787.14
Miele Neo Robot Vacuum (Jet Black) #9802,469.0,37549.41,401.0,17610673.290000003
Tefal Prime Microwave (Arctic Silver) #7276,371.0,31746.67,638.0,11778014.569999998
Mitsubishi Prime Robot Vacuum (Arctic Silver) #9984,129.0,14070.06,93.0,1815037.74
LG Air Microwave (Rose Gold) #6897,232.0,51852.34,141.0,12029742.879999999
Xiaomi Ultra Microwave (Midnight Blue) #6724,83.0,45760.1,806.0,3798088.3
Mitsubishi Classic OLED TV (Pearl White) #1269,443.0,67740.94,402.0,30009236.42
Mitsubishi Ultra OLED TV (Jet Black) #1629,42.0,20961.35,889.0,880376.7
Tefal Smart Washing Machine (Midnight Blue) #4081,419.0,1569.48,916.0,657612.12
Samsung Ultra Washing Machine (Arctic Silver) #4466,235.0,30756.94,497.0,7227880.899999999
Bosch Prime Dishwasher (Space Gray) #7430,9.0,69162.58,16.0,622463.22
Whirlpool Pro Electric Kettle (Midnight Blue) #10311,492.0,1592.71,351.0,783613.3200000001
Miele Pro Dishwasher (Arctic Silver) #8062,437.0,72067.02,838.0,31493287.740000002
Hitachi Prime Electric Kettle (Jet Black) #10727,125.0,62858.39,612.0,7857298.75
Sharp Turbo Microwave (Space Gray) #6543,497.0,31545.71,790.0,15678217.87
Tefal Pro Dryer (Arctic Silver) #5356,393.0,38539.12,182.0,15145874.16
Daikin Pro Refrigerator (Midnight Blue) #3113,48.0,21073.44,887.0,1011525.1199999999
Mitsubishi Classic Robot Vacuum (Space Gray) #9219,26.0,8819.2,322.0,229299.2
Tefal Elite Washing Machine (Rose Gold) #4216,28.0,19984.54,137.0,559567.12
Dyson Elite Dryer (Pearl White) #4814,264.0,10885.3,541.0,2873719.1999999997
Whirlpool Elite Robot Vacuum (Pearl White) #9321,160.0,58293.14,335.0,9326902.4
Xiaomi Max Robot Vacuum (Rose Gold) #9589,173.0,68349.34,39.0,11824435.82
Daikin Ultra Refrigerator (Rose Gold) #3278,306.0,17780.02,430.0,5440686.12
Xiaomi Neo Air Conditioner (Space Gray) #5599,315.0,16455.77,771.0,5183567.55
Daikin Pro OLED TV (Space Gray) #1013,129.0,68368.03,402.0,8819475.87
Sony Smart Electric Kettle (Pearl White) #10225,305.0,5492.94,553.0,1675346.7
Bosch Ultra QLED TV (Jet Black) #2525,170.0,27182.81,350.0,4621077.7
Bosch Classic Refrigerator (Rose Gold) #3365,409.0,842.88,706.0,344737.92
Daikin Turbo Air Conditioner (Space Gray) #5648,146.0,30049.29,601.0,4387196.34
Mitsubishi Elite OLED TV (Midnight Blue) #1374,357.0,31369.8,722.0,11199018.6
Samsung Prime Robot Vacuum (Midnight Blue) #9521,177.0,69539.03,296.0,12308408.31
Miele Ultra Dishwasher (Pearl White) #7477,434.0,9553.47,157.0,4146205.9799999995
Sony Smart OLED TV (Rose Gold) #1525,377.0,70832.79,61.0,26703961.83
Bosch Turbo Dishwasher (Rose Gold) #7895,316.0,70777.58,540.0,22365715.28
Tefal Turbo Washing Machine (Arctic Silver) #4591,463.0,9057.18,903.0,4193474.3400000003
Mitsubishi Neo Vacuum Cleaner (Jet Black) #8904,300.0,60336.47,973.0,18100941.0
Panasonic Classic Washing Machine (Pearl White) #3958,324.0,63211.56,6.0,20480545.439999998
Dyson Smart OLED TV (Rose Gold) #1529,290.0,16867.06,287.0,4891447.4
Xiaomi Classic Dryer (Space Gray) #4714,418.0,9109.18,701.0,3807637.24
Hitachi Smart Air Conditioner (Pearl White) #5732,454.0,40437.47,111.0,18358611.38
Mitsubishi Max QLED TV (Rose Gold) #2394,93.0,78496.07,660.0,7300134.510000001
Tefal Smart Microwave (Pearl White) #6631,331.0,37341.4,125.0,12360003.4
Sharp Classic Dishwasher (Pearl White) #7563,339.0,15012.1,63.0,5089101.9
Sharp Air Air Conditioner (Pearl White) #5703,220.0,52892.44,432.0,11636336.8
LG Elite QLED TV (Arctic Silver) #2712,57.0,50826.07,327.0,2897085.9899999998
Philips Pro Electric Kettle (Arctic Silver) #10755,464.0,58945.17,811.0,27350558.88
Bosch Air QLED TV (Space Gray) #1955,12.0,5118.15,585.0,61417.799999999996
Sony Smart Dishwasher (Midnight Blue) #7675,371.0,30272.0,423.0,11230912.0
Panasonic Pro Washing Machine (Arctic Silver) #4453,55.0,19002.36,304.0,1045129.8
Samsung Prime Refrigerator (Pearl White) #3071,263.0,46485.83,802.0,12225773.290000001
Philips Turbo Electric Kettle (Jet Black) #10740,452.0,23618.48,908.0,10675552.959999999
Sharp Pro OLED TV (Pearl White) #1158,427.0,33178.46,23.0,14167202.42
Sony Classic Dishwasher (Jet Black) #8005,422.0,31463.25,783.0,13277491.5
Hitachi Air OLED TV (Midnight Blue) #1352,276.0,56057.71,859.0,15471927.959999999
Panasonic Smart Microwave (Jet Black) #7078,324.0,77562.01,397.0,25130091.24
Whirlpool Smart Microwave (Arctic Silver) #7236,334.0,36216.82,27.0,12096417.88
Bosch Elite Washing Machine (Pearl White) #3920,481.0,64720.48,647.0,31130550.880000003
Xiaomi Turbo Air Conditioner (Space Gray) #5644,368.0,46614.55,867.0,17154154.400000002
Samsung Elite OLED TV (Jet Black) #1661,118.0,28571.54,978.0,3371441.72
Hitachi Pro Dishwasher (Arctic Silver) #8057,23.0,71138.2,212.0,1636178.5999999999
Philips Elite Dryer (Space Gray) #4665,392.0,52810.71,93.0,20701798.32
Mitsubishi Ultra Vacuum Cleaner (Arctic Silver) #8979,116.0,3911.14,234.0,453692.24
Tefal Pro OLED TV (Midnight Blue) #1306,42.0,26716.6,947.0,1122097.2
Philips Turbo Air Conditioner (Pearl White) #5790,468.0,58339.58,738.0,27302923.44
Samsung Classic Refrigerator (Rose Gold) #3356,156.0,14884.54,984.0,2321988.24
